"ASX code","Company name","Listing date","GICs industry group","Market Cap"
"BOL","BOOM LOGISTICS LIMITED","2003-10-14","Capital Goods",76999357
"BOQ","BANK OF QUEENSLAND LIMITED.","1971-08-24","Banks",4826118136
"BOT","BOTANIX PHARMACEUTICALS LTD","1985-01-24","Pharmaceuticals, Biotechnology & Life Sciences",68119945
"BPH","BPH ENERGY LTD","2004-08-06","Pharmaceuticals, Biotechnology & Life Sciences","N/A"
"BPM","BPM MINERALS LIMITED","2020-12-30","Materials",11652106
"BPP","BABYLON PUMP & POWER LIMITED","1996-12-13","Capital Goods",11512776
"BPT","BEACH ENERGY LIMITED","1972-06-30","Energy",3672947186
"BRB","BREAKER RESOURCES NL","2012-04-20","Materials",70055800
"BRG","BREVILLE GROUP LIMITED","1999-05-25","Consumer Durables & Apparel",3114685808
"BRI","BIG RIVER INDUSTRIES LIMITED","2017-05-01","Materials",214614062
"BRK","BROOKSIDE ENERGY LIMITED","2005-10-31","Energy",73757223
"BRL","BATHURST RESOURCES LIMITED.","2013-06-21","Materials",200013399
"BRN","BRAINCHIP HOLDINGS LTD","2011-11-09","Software & Services",1748649387
"BRU","BURU ENERGY LIMITED","2008-09-01","Energy",80766449
"BRV","BIG RIVER GOLD LTD","2004-02-06","Materials",73822448
"BRX","BELARAROX LIMITED","2022-01-28","Materials",36722416
"BSA","BSA LIMITED","1999-11-15","Commercial & Professional Services",49484612
"BSE","BASE RESOURCES LIMITED","2008-10-02","Materials",371073733
"BSL","BLUESCOPE STEEL LIMITED","2002-07-15","Materials",8669392025
"BST","BEST & LESS GROUP HOLDINGS LTD","2021-07-26","Retailing",386130144
"BSX","BLACKSTONE MINERALS LIMITED","2017-01-23","Materials",136371794
"BTC","BTC HEALTH LTD","2000-08-29","Not Applic",14092318
"BTH","BIGTINCAN HOLDINGS LIMITED","2017-03-24","Software & Services",302260233
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","2014-11-21","Diversified Financials",182576801
"BTN","BUTN LIMITED","2021-07-06","Diversified Financials",29605550
"BTR","BRIGHTSTAR RESOURCES LIMITED","2003-12-05","Materials",12937217
"BUB","BUBS AUSTRALIA LIMITED","1993-10-05","Food, Beverage & Tobacco",229790843
"BUD","BUDDY TECHNOLOGIES LTD","2006-12-18","Consumer Durables & Apparel","N/A"
"BUR","BURLEY MINERALS LTD","2021-07-07","Materials",7320000
"BUX","BUXTON RESOURCES LIMITED","2007-10-23","Materials",12687131
"BUY","BOUNTY OIL & GAS NL","2002-02-05","Energy",10964008
"BVR","BELLAVISTA RESOURCES LTD",,"Materials",0
"BVS","BRAVURA SOLUTIONS LIMITED.","2016-11-16","Software & Services",414751183
"BWF","BLACKWALL LIMITED","2011-10-21","Diversified Financials",47226512
"BWP","BWP TRUST","1998-09-16","Real Estate",2575959050
"BWX","BWX LIMITED","2015-11-11","Household & Personal Products",226755622
"BXB","BRAMBLES LIMITED","2006-11-27","Commercial & Professional Services",14988169943
"BXN","BIOXYNE LIMITED","2000-12-14","Household & Personal Products",9602181
"BYE","BYRON ENERGY LIMITED","2005-06-03","Energy",162209265
"BYH","BRYAH RESOURCES LIMITED","2017-10-17","Materials",10857944
"BYI","BEYOND INTERNATIONAL LIMITED","1987-06-12","Media & Entertainment",33735332
"C1X","COSMOS EXPLORATION LIMITED","2021-12-01","Materials",5600000
"C29","C29 METALS LIMITED","2021-11-03","Materials",5893750
"C6C","COPPER MOUNTAIN MINING CORPORATION","2018-04-06","Materials",581430450
"C79","CHRYSOS CORPORATION LIMITED","2022-05-06","Class Pend",369572071
"CAA","CAPRAL LIMITED","1986-11-20","Materials",155996648
"CAD","CAENEUS MINERALS LTD","2000-07-11","Materials",32624236
"CAE","CANNINDAH RESOURCES LIMITED","2005-05-20","Materials",141441650
"CAF","CENTREPOINT ALLIANCE LIMITED","2002-06-25","Diversified Financials",49949882
"CAG","CAPE RANGE LTD","2017-11-30","Software & Services",20405285
"CAI","CALIDUS RESOURCES LIMITED","1987-03-13","Materials",337929487
"CAJ","CAPITOL HEALTH LIMITED","2006-06-09","Health Care Equipment & Services",333509604
"CAM","CLIME CAPITAL LIMITED","2004-02-03","Not Applic",118075773
"CAN","CANN GROUP LIMITED","2017-05-04","Pharmaceuticals, Biotechnology & Life Sciences",104767058
"CAQ","CAQ HOLDINGS LIMITED","2005-07-25","Real Estate",8613435
"CAR","CARSALES.COM LIMITED.","2009-09-10","Media & Entertainment",5444442638
"CAT","CATAPULT GROUP INTERNATIONAL LTD","2014-12-19","Technology Hardware & Equipment",246999874
"CAU","CRONOS AUSTRALIA LIMITED","2019-11-07","Health Care Equipment & Services",140409482
"CAV","CARNAVALE RESOURCES LIMITED","2007-03-15","Materials",24466966
"CAY","CANYON RESOURCES LIMITED","2010-06-15","Materials","N/A"
"CAZ","CAZALY RESOURCES LIMITED","2003-10-31","Materials",13720406
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","1991-09-12","Banks",173540026025
"CBE","COBRE LIMITED","2020-01-31","Materials",8931979
"CBL","CONTROL BIONICS LIMITED","2020-12-07","Health Care Equipment & Services",21727792
"CBO","COBRAM ESTATE OLIVES LIMITED","2021-08-11","Food, Beverage & Tobacco",712940867
"CBR","CARBON REVOLUTION LIMITED","2019-11-29","Automobiles & Components",114803985
"CBY","CANTERBURY RESOURCES LIMITED","2019-03-07","Materials",7638309
"CCA","CHANGE FINANCIAL LIMITED","2016-06-30","Software & Services",29803842
"CCE","CARNEGIE CLEAN ENERGY LIMITED","1993-10-26","Utilities",22653861
"CCG","COMMS GROUP LTD","2017-12-21","Telecommunication Services",31073567
"CCJ","COUNTY INTERNATIONAL LIMITED","2011-11-15","Energy","N/A"
"CCP","CREDIT CORP GROUP LIMITED","2000-09-04","Diversified Financials",1665282449
"CCR","CREDIT CLEAR LIMITED","2020-10-27","Software & Services",165051290
"CCV","CASH CONVERTERS INTERNATIONAL","1997-02-07","Diversified Financials",156886254
"CCX","CITY CHIC COLLECTIVE LIMITED","1998-05-28","Retailing",569678188
"CCZ","CASTILLO COPPER LIMITED","2010-12-14","Materials",24690602
"CD1","CD PRIVATE EQUITY FUND I","2012-08-14","Not Applic",40964402
"CD2","CD PRIVATE EQUITY FUND II","2013-04-09","Not Applic",77266056
"CD3","CD PRIVATE EQUITY FUND III","2016-07-27","Not Applic",114885330
"CDA","CODAN LIMITED","2003-11-27","Technology Hardware & Equipment",1240863794
"CDD","CARDNO LIMITED","2004-05-20","Commercial & Professional Services",62887667
"CDM","CADENCE CAPITAL LIMITED","2006-12-05","Not Applic",270981439
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","2021-11-19","Not Applic",39455918
"CDP","CARINDALE PROPERTY TRUST","1996-11-28","Real Estate",329468208
"CDR","CODRUS MINERALS LIMITED","2021-06-23","Materials",6150000
"CDT","CASTLE MINERALS LIMITED","2006-05-02","Materials",37980733
"CDX","CARDIEX LIMITED","2005-11-09","Health Care Equipment & Services",37384258
"CE1","CALIMA ENERGY LIMITED","2006-07-28","Energy",95338055
"CEL","CHALLENGER EXPLORATION LIMITED","2007-11-07","Energy",271098667
"CEN","CONTACT ENERGY LIMITED","2015-09-24","Utilities",5464468121
"CF1","COMPLII FINTECH SOLUTIONS LTD","2001-12-18","Software & Services",33370880
"CFO","CFOAM LIMITED","2016-10-26","Capital Goods",5870725
"CG1","CARBONXT GROUP LIMITED","2018-01-23","Materials",39749265
"CGA","CONTANGO ASSET MANAGEMENT LIMITED","2004-09-30","Diversified Financials",31509357
"CGB","CANN GLOBAL LIMITED","2008-01-14","Pharmaceuticals, Biotechnology & Life Sciences",6471839
"CGC","COSTA GROUP HOLDINGS LIMITED","2015-07-24","Food, Beverage & Tobacco",1393639398
"CGF","CHALLENGER LIMITED","2003-12-23","Diversified Financials",4945706440
"CGN","CRATER GOLD MINING LIMITED","2002-11-01","Materials","N/A"
"CGO","CPT GLOBAL LIMITED","2000-09-08","Software & Services",20179464
"CGS","COGSTATE LTD","2004-02-13","Health Care Equipment & Services",304202921
"CHC","CHARTER HALL GROUP","2005-06-10","Real Estate",6248292999
"CHK","COHIBA MINERALS LIMITED","2012-02-01","Materials",14968529
"CHL","CAMPLIFY HOLDINGS LIMITED","2021-06-28","Transportation",91576234
"CHM","CHIMERIC THERAPEUTICS LIMITED","2021-01-18","Pharmaceuticals, Biotechnology & Life Sciences",48326273
"CHN","CHALICE MINING LIMITED","2006-03-24","Materials",2112389670
"CHR","CHARGER METALS NL","2021-07-09","Materials",29569000
"CHZ","CHESSER RESOURCES LIMITED","2007-05-29","Materials",58512311
"CI1DB","CREDIT INTELLIGENCE LTD","2008-07-10","Commercial & Professional Services",0
"CIA","CHAMPION IRON LIMITED","2007-06-08","Materials",3538791351
"CII","CI RESOURCES LIMITED","1987-07-24","Materials","N/A"
"CIM","CIMIC GROUP LIMITED","1962-12-11","Capital Goods","N/A"
"CIN","CARLTON INVESTMENTS LIMITED","1970-06-30","Not Applic",829981061
"CIO","CONNECTED IO LIMITED","1984-08-16","Technology Hardware & Equipment",12716779
"CIP","CENTURIA INDUSTRIAL REIT","2012-12-13","Real Estate",2152414853
"CIW","CLIME INVESTMENT MANAGEMENT LTD","2000-12-15","Diversified Financials",41248409
"CKA","COKAL LIMITED","2000-04-17","Materials",131452857
"CKF","COLLINS FOODS LIMITED","2011-08-04","Consumer Services",1126117462
"CL8","CARLY HOLDINGS LIMITED","1996-09-09","Retailing",4536557
"CLA","CELSIUS RESOURCES LIMITED.","1988-03-24","Materials",21986384
"CLB","CANDY CLUB HOLDINGS LIMITED","2019-02-19","Food & Staples Retailing",27559947
"CLE","CYCLONE METALS LIMITED","2001-06-07","Materials",28471185
"CLG","CLOSE THE LOOP LTD.","2021-12-02","Commercial & Professional Services",103059958
"CLH","COLLECTION HOUSE LIMITED","2000-10-04","Diversified Financials",14904557
"CLI","CROPLOGIC LIMITED","2017-09-12","Commercial & Professional Services","N/A"
"CLT","CELLNET GROUP LIMITED","1999-11-17","Technology Hardware & Equipment",8038623
"CLU","CLUEY LTD","2020-12-09","Consumer Services",128085510
"CLV","CLOVER CORPORATION LIMITED","1999-11-30","Materials",216371104
"CLW","CHARTER HALL LONG WALE REIT","2016-11-08","Real Estate",3474897503
"CLX","CTI LOGISTICS LIMITED","1987-12-02","Transportation",78823037
"CLZ","CLASSIC MINERALS LTD","2013-05-24","Materials",31024647
"CM8","CROWD MEDIA HOLDINGS LIMITED","1999-12-16","Media & Entertainment",20765010
"CMD","CASSIUS MINING LIMITED","2006-08-10","Materials","N/A"
"CML","CHASE MINING CORPORATION LIMITED","2007-11-15","Materials",5617593
"CMM","CAPRICORN METALS LTD","2008-07-07","Materials",1322826341
"CMO","COSMO METALS LIMITED","2022-01-31","Materials",7323950
"CMP","COMPUMEDICS LIMITED","2000-12-21","Health Care Equipment & Services",38090034
"CMW","CROMWELL PROPERTY GROUP","1973-02-22","Real Estate",2108187693
"CMX","CHEMX MATERIALS LIMITED","2022-01-18","Materials",17246631
"CNB","CARNABY RESOURCES LIMITED","2016-08-30","Materials",167936246
"CNI","CENTURIA CAPITAL GROUP","2002-03-26","Real Estate",1839266118
"CNJ","CONICO LTD","2007-06-18","Materials",12652718
"CNQ","CLEAN TEQ WATER LIMITED","2021-07-02","Commercial & Professional Services",25683050
"CNR","CANNON RESOURCES LIMITED","2021-08-12","Materials",29908122
"CNU","CHORUS LIMITED","2011-11-21","Telecommunication Services",2881897475
"CNW","CIRRUS NETWORKS HOLDINGS LIMITED","2004-02-10","Software & Services",23250160
"COB","COBALT BLUE HOLDINGS LIMITED","2017-02-02","Materials",259642420
"COD","CODA MINERALS LTD","2020-10-28","Materials",64835975
"COE","COOPER ENERGY LIMITED","2002-03-13","Energy",449002015
"COF","CENTURIA OFFICE REIT","2014-12-10","Real Estate",1194673862
"COG","COG FINANCIAL SERVICES LIMITED","2003-01-28","Diversified Financials",304416270
"COH","COCHLEAR LIMITED","1995-12-04","Health Care Equipment & Services",13843735599
"COI","COMET RIDGE LIMITED","2004-04-16","Energy",146205856
"COL","COLES GROUP LIMITED.","2018-11-21","Food & Staples Retailing",24839438763
"COO","CORUM GROUP LIMITED","1971-07-28","Software & Services",27450812
"COS","COSOL LIMITED","2020-01-24","Software & Services",85033691
"COY","COPPERMOLY LIMITED","2008-01-31","Materials",19745612
"CPH","CRESO PHARMA LIMITED","2016-10-20","Pharmaceuticals, Biotechnology & Life Sciences",66110918
"CPM","COOPER METALS LIMITED","2021-11-19","Materials",12400001
"CPN","CASPIN RESOURCES LIMITED","2020-11-25","Materials",54560718
"CPO","CULPEO MINERALS LIMITED","2021-09-10","Materials",9382587
"CPT","CIPHERPOINT LIMITED","2007-01-03","Software & Services",6130259
"CPU","COMPUTERSHARE LIMITED.","1994-05-27","Software & Services",14471392184
"CPV","CLEARVUE TECHNOLOGIES LIMITED","2018-05-25","Capital Goods",60345998
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","2003-05-22","Real Estate",1264546977
"CQR","CHARTER HALL RETAIL REIT","1995-11-15","Real Estate",2342355324
"CR1","CONSTELLATION RESOURCES LIMITED","2018-07-30","Materials",9981085
"CR9","CORELLA RESOURCES LTD","2008-01-15","Materials",15299996
"CRB","CARBINE RESOURCES LIMITED","2007-03-16","Materials",11514527
"CRL","COMET RESOURCES LIMITED","1994-03-02","Materials","N/A"
"CRM","CARBON MINERALS LIMITED","1980-12-31","Energy","N/A"
"CRN","CORONADO GLOBAL RESOURCES INC.","2018-10-23","Materials",3637904594
"CRR","CRITICAL RESOURCES LIMITED","2010-12-03","Materials",111570971
"CRS","CAPRICE RESOURCES LTD","2018-12-05","Materials",6988995
"CSE","COPPER STRIKE LIMITED","2004-11-24","Materials",21160199
"CSF","CATALANO SEAFOOD LTD","2022-03-11","Food, Beverage & Tobacco",15624180
"CSL","CSL LIMITED","1994-06-08","Pharmaceuticals, Biotechnology & Life Sciences",130373800893
"CSR","CSR LIMITED","1962-03-31","Materials",2761827995
"CSS","CLEAN SEAS SEAFOOD LIMITED","2005-12-12","Food, Beverage & Tobacco",97558083
"CST","CASTILE RESOURCES LTD","2020-02-14","Materials",35947822
"CSX","CLEANSPACE HOLDINGS LIMITED","2020-10-23","Health Care Equipment & Services",88187354
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","1987-10-08","Technology Hardware & Equipment",7356002
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","2010-12-15","Consumer Services",3091108662
"CTE","CRYOSITE LIMITED","2002-05-09","Pharmaceuticals, Biotechnology & Life Sciences",27089307
"CTM","CENTAURUS METALS LIMITED","1989-01-12","Materials",478359026
"CTO","CITIGOLD CORPORATION LIMITED","1993-12-23","Materials",17001955
"CTP","CENTRAL PETROLEUM LIMITED","2006-03-07","Energy",79849819
"CTQ","CARETEQ LIMITED","2022-01-10","Health Care Equipment & Services",14210083
"CTT","CETTIRE LIMITED","2020-12-18","Retailing",205868639
"CU6","CLARITY PHARMACEUTICALS LTD","2021-08-25","Pharmaceuticals, Biotechnology & Life Sciences",113446320
"CUE","CUE ENERGY RESOURCES LIMITED","1995-12-11","Energy",48868380
"CUF","CUFE LTD","2005-10-13","Materials",25882534
"CUL","CULLEN RESOURCES LIMITED","1988-11-23","Materials",6509742
"CUP","COUNTPLUS LIMITED","2010-12-22","Commercial & Professional Services",68533535
"CUS","COPPER SEARCH LIMITED","2021-09-15","Materials",20601986
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","2001-02-13","Pharmaceuticals, Biotechnology & Life Sciences",772283583
"CV1","CV CHECK LTD","2015-09-08","Software & Services",45627032
"CVC","CVC LIMITED","1985-06-27","Diversified Financials",285050789
"CVL","CIVMEC LIMITED","2018-06-22","Capital Goods",321568000
"CVN","CARNARVON ENERGY LIMITED","1984-08-16","Energy",396041119
"CVR","CAVALIER RESOURCES LIMITED",,"Materials",0
"CVV","CARAVEL MINERALS LIMITED","2006-11-03","Materials",101361004
"CVW","CLEARVIEW WEALTH LIMITED","2003-12-11","Diversified Financials",502389372
"CWL","CONSOLIDATED FINANCIAL HOLDINGS LIMITED","2007-10-23","Software & Services","N/A"
"CWN","CROWN RESORTS LIMITED","2007-12-03","Consumer Services",8654082703
"CWP","CEDAR WOODS PROPERTIES LIMITED","1994-08-31","Real Estate",335081636
"CWX","CARAWINE RESOURCES LIMITED","2017-12-14","Materials",19296809
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","2005-05-03","Commercial & Professional Services",6022755774
"CXL","CALIX LIMITED","2018-07-20","Materials",1148250176
"CXM","CENTREX LIMITED","2006-07-19","Materials",69788889
"CXO","CORE LITHIUM LTD","2011-02-11","Materials",1957228525
"CXU","CAULDRON ENERGY LIMITED","2005-01-28","Energy",6960347
"CXX","CRADLE RESOURCES LIMITED","2011-09-16","Materials","N/A"
"CXZ","CONNEXION TELEMATICS LTD","1974-01-01","Software & Services",7929286
"CY5","CYGNUS GOLD LIMITED","2018-01-15","Materials",16517944
"CYC","CYCLOPHARM LIMITED","2007-01-18","Health Care Equipment & Services",129324130
"CYG","COVENTRY GROUP LIMITED","1966-01-27","Capital Goods",115202245
"CYL","CATALYST METALS LIMITED","2006-07-26","Materials",153098999
"CYM","CYPRIUM METALS LIMITED","1985-04-26","Materials",93195170
"CYP","CYNATA THERAPEUTICS LIMITED","2007-12-20","Pharmaceuticals, Biotechnology & Life Sciences",52295957
"CYQ","CYCLIQ GROUP LTD","2007-11-21","Consumer Durables & Apparel",6602817
"CZL","CONSOLIDATED ZINC LIMITED","2006-06-19","Materials",8432588
"CZN","CORAZON MINING LIMITED","2005-06-30","Materials",14647933
"CZR","CZR RESOURCES LTD","2006-08-29","Materials",41835879
"D2O","DUXTON WATER LIMITED","2016-09-16","Utilities",185174031
"DAF","DISCOVERY ALASKA LIMITED","2011-09-22","Materials",9152623
"DAL","DALAROO METALS LTD","2021-09-28","Materials",6480000
"DBF","DUXTON FARMS LTD","2018-02-08","Food, Beverage & Tobacco",78928279
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","2020-12-08","Transportation",1055972351
"DBO","DIABLO RESOURCES LIMITED","2021-10-12","Materials",6630500
"DC2","DC TWO LIMITED","2020-11-10","Software & Services",5637500
"DCC","DIGITALX LIMITED","1989-02-06","Software & Services",37864646
"DCG","DECMIL GROUP LIMITED","2005-04-22","Capital Goods",17064658
"DCL","DOMACOM LIMITED","2016-11-07","Diversified Financials","N/A"
"DCN","DACIAN GOLD LIMITED","2012-11-14","Materials",200739257
"DCX","DISCOVEX RESOURCES LIMITED","2007-12-13","Materials",20549313
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","2020-08-06","Capital Goods",41354584
"DDD","3D RESOURCES LIMITED","2007-03-21","Materials",12541116
"DDH","DDH1 LIMITED","2021-03-09","Materials",375548075
"DDR","DICKER DATA LIMITED","2011-01-24","Technology Hardware & Equipment",2122152181
"DDT","DATADOT TECHNOLOGY LIMITED","2005-01-12","Automobiles & Components",9950956
"DEG","DE GREY MINING LIMITED","2002-07-03","Materials",1458153048
"DEL","DELOREAN CORPORATION LIMITED","2021-04-12","Utilities",30922330
"DEM","DE.MEM LIMITED","2017-04-07","Utilities",36777624
"DEV","DEVEX RESOURCES LIMITED","2000-10-03","Energy",128815427
"DEX","DUKE EXPLORATION LIMITED","2020-11-10","Materials",13704552
"DGH","DESANE GROUP HOLDINGS LIMITED","1987-09-04","Real Estate",47046489
"DGL","DGL GROUP LIMITED","2021-05-24","Materials",776155283
"DGO","DGO GOLD LIMITED","2007-12-21","Materials",232382854
"DGR","DGR GLOBAL LIMITED","2003-08-21","Materials",67162617
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","2017-11-16","Media & Entertainment",2090785176
"DJW","DJERRIWARRH INVESTMENTS LIMITED","1995-06-28","Not Applic",718593655
"DKM","DUKETON MINING LIMITED","2014-08-04","Materials",48814174
"DLC","DELECTA LIMITED","1987-01-15","Retailing","N/A"
"DLM","DOMINION MINERALS LIMITED","2004-03-19","Pharmaceuticals, Biotechnology & Life Sciences",16487087
"DLT","DELTA DRONE INTERNATIONAL LIMITED","2018-06-18","Technology Hardware & Equipment",7674074
"DM1","DESERT METALS LIMITED","2020-12-18","Materials",18954545
"DMC","DESIGN MILK CO LIMITED","1997-03-24","Retailing",13428333
"DME","DOME GOLD MINES LIMITED","2013-10-22","Materials",76908510
"DMG","DRAGON MOUNTAIN GOLD LIMITED","2007-07-31","Materials","N/A"
"DMM","DMC MINING LIMITED.","2021-12-22","Materials",6489000
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","2005-05-16","Consumer Services",6062236137
"DNA","DONACO INTERNATIONAL LIMITED","2004-12-23","Consumer Services",42003239
"DNK","DANAKALI LIMITED","2003-10-17","Materials",92083587
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","2020-12-04","Health Care Equipment & Services",80683206
"DOR","DORIEMUS PLC","2017-09-29","Energy",10832049
"DOU","DOUUGH LIMITED","2004-06-15","Telecommunication Services",20232485
"DOW","DOWNER EDI LIMITED","1990-12-20","Commercial & Professional Services",3717911626
"DRA","DRA GLOBAL LIMITED","2021-07-09","Capital Goods",145706470
"DRE","DREADNOUGHT RESOURCES LTD","2006-10-31","Materials",105031291
"DRM","DEMETALLICA LIMITED",,"Class Pend",0
"DRO","DRONESHIELD LIMITED","2016-06-22","Capital Goods",97321947
"DRR","DETERRA ROYALTIES LIMITED","2020-10-23","Materials",2367795154
"DRX","DIATREME RESOURCES LIMITED","2005-06-22","Materials",69878200
"DSE","DROPSUITE LIMITED","1985-12-12","Software & Services",129554937
"DSK","DUSK GROUP LIMITED","2020-11-02","Retailing",136366624
"DTC","DAMSTRA HOLDINGS LIMITED","2019-10-16","Software & Services",33500530
"DTI","DTI GROUP LTD","2014-12-09","Technology Hardware & Equipment",8971028
"DTL","DATA#3 LIMITED","1997-12-23","Software & Services",839659566
"DTM","DART MINING NL","2007-05-10","Materials",7593947
"DTR","DATELINE RESOURCES LIMITED","2011-06-23","Materials",46521342
"DTZ","DOTZ NANO LIMITED","2007-12-13","Semiconductors & Semiconductor Equipment",154012146
"DUB","DUBBER CORPORATION LIMITED","2000-06-30","Software & Services",291001031
"DUG","DUG TECHNOLOGY LTD","2020-08-12","Software & Services",66149096
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","1991-12-19","Not Applic",1032352946
"DUN","DUNDAS MINERALS LIMITED","2021-11-10","Materials",9327933
"DUR","DURATEC LIMITED","2020-11-04","Capital Goods",88929411
"DVL","DORSAVI LTD","2013-12-11","Pharmaceuticals, Biotechnology & Life Sciences",6015982
"DVP","DEVELOP GLOBAL LIMITED","2007-04-27","Materials",367311752
"DVR","DIVERGER LIMITED","2005-08-02","Diversified Financials",37612804
"DW8","DW8 LIMITED","2001-04-04","Retailing",71405995
"DXB","DIMERIX LIMITED","1993-02-04","Pharmaceuticals, Biotechnology & Life Sciences",40109208
"DXC","DEXUS CONVENIENCE RETAIL REIT","2017-07-27","Real Estate",440458827
"DXI","DEXUS INDUSTRIA REIT.","2013-12-03","Real Estate",984646465
"DXN","DXN LIMITED","2018-04-11","Software & Services",11770519
"DXS","DEXUS","2004-10-06","Real Estate",11411747260
"DYL","DEEP YELLOW LIMITED","1985-12-19","Energy",294270637
"E25","ELEMENT 25 LIMITED","2006-11-09","Materials",106133706
"E2E","EON NRG LIMITED","2011-01-21","Energy","N/A"
"E2M","E2 METALS LIMITED","2017-04-19","Materials",32856833
"E33","EAST 33 LIMITED..","2021-07-29","Food, Beverage & Tobacco",17769724
"E79","E79 GOLD MINES LIMITED","2021-10-07","Materials",10086598
"EAI","ELLERSTON ASIAN INVESTMENTS LIMITED","2015-09-15","Not Applic",106260444
"EAX","ENERGY ACTION LIMITED","2011-10-13","Commercial & Professional Services",4588062
"EBG","EUMUNDI GROUP LIMITED","1989-12-07","Consumer Services",45905853
"EBO","EBOS GROUP LIMITED","2013-12-06","Health Care Equipment & Services",6924740307
"EBR","EBR SYSTEMS INC.","2021-11-24","Health Care Equipment & Services",160989204
"ECF","ELANOR COMMERCIAL PROPERTY FUND","2019-12-06","Real Estate",308589895
"ECG","ECARGO HOLDINGS LIMITED","2014-11-28","Commercial & Professional Services",10459250
"ECL","EXCELSIOR CAPITAL LTD","1993-04-22","Capital Goods",46391150
"ECP","ECP EMERGING GROWTH LIMITED","2014-08-14","Not Applic",20539779
"ECS","ECS BOTANICS HOLDINGS LTD","1986-03-13","Pharmaceuticals, Biotechnology & Life Sciences",24348075
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","1986-02-05","Commercial & Professional Services",37757537
"ECX","ECLIPX GROUP LIMITED","2015-04-22","Diversified Financials",768764214
"EDC","EILDON CAPITAL GROUP","2017-02-28","Diversified Financials",47674855
"EDE","EDEN INNOVATIONS LTD","2006-06-06","Energy",23161076
"EDU","EDU HOLDINGS LIMITED","2004-06-25","Consumer Services",17039595
"EDV","ENDEAVOUR GROUP LIMITED","2021-06-24","Food & Staples Retailing",13772636331
"EEG","EMPIRE ENERGY GROUP LIMITED","1984-08-30","Energy",178046569
"EER","EAST ENERGY RESOURCES LIMITED","2007-12-19","Energy","N/A"
"EFE","EASTERN RESOURCES LIMITED","2008-05-16","Materials",36794155
"EGG","ENERO GROUP LIMITED","2004-04-30","Media & Entertainment",277342087
"EGH","EUREKA GROUP HOLDINGS LIMITED","2004-07-01","Real Estate",149427508
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","1981-02-12","Capital Goods",61724771
"EGN","ENGENCO LIMITED","2006-12-14","Capital Goods",170367776
"EGR","ECOGRAF LIMITED","2010-10-29","Materials",200398389
"EGY","ENERGY TECHNOLOGIES LIMITED","1992-10-22","Capital Goods",14430586
"EHE","ESTIA HEALTH LIMITED","2014-12-05","Health Care Equipment & Services",559485114
"EHL","EMECO HOLDINGS LIMITED","2006-07-28","Capital Goods",420717637
"EIQ","ECHOIQ LIMITED","2010-12-17","Software & Services",54495748
"EL8","ELEVATE URANIUM LTD","1985-10-23","Energy",141880294
"ELD","ELDERS LIMITED","1981-06-30","Food, Beverage & Tobacco",2209449225
"ELE","ELMORE LTD","1998-02-25","Materials",28633977
"ELO","ELMO SOFTWARE LIMITED","2017-06-29","Software & Services",279358487
"ELS","ELSIGHT LIMITED","2017-06-08","Technology Hardware & Equipment",56427769
"ELT","ELEMENTOS LIMITED","2009-12-23","Materials",122018257
"EM1","EMERGE GAMING LIMITED","1971-06-09","Media & Entertainment",17939758
"EM2","EAGLE MOUNTAIN MINING LIMITED","2018-03-16","Materials",79572275
"EMB","EMBELTON LIMITED","1974-01-01","Capital Goods",23520641
"EMD","EMYRIA LIMITED","2020-02-12","Health Care Equipment & Services",74250667
"EME","ENERGY METALS LTD","2005-09-09","Energy",40888246
"EMH","EUROPEAN METALS HOLDINGS LIMITED","2012-07-19","Materials",199995671
"EML","EML PAYMENTS LIMITED","2006-01-18","Software & Services",537782855
"EMN","EURO MANGANESE INC","2018-10-02","Materials",120334665
"EMP","EMPEROR ENERGY LIMITED","1987-06-05","Energy",9895324
"EMR","EMERALD RESOURCES NL","1994-07-22","Materials",623758345
"EMS","EASTERN METALS LIMITED","2021-10-25","Materials",8454113
"EMT","EMETALS LIMITED","2010-10-26","Not Applic",11050000
"EMU","EMU NL","2008-02-27","Materials",8247217
"EMUCA","EMU NL","2008-02-27","Materials",8247217
"EMV","EMVISION MEDICAL DEVICES LTD","2018-12-13","Health Care Equipment & Services",139972218
"EN1DA","ENGAGE:BDR LIMITED","2017-12-14","Media & Entertainment",0
"ENA","ENSURANCE LTD","2011-09-23","Insurance",20650536
"ENN","ELANOR INVESTORS GROUP","2014-07-11","Consumer Services",238955015
